ID_MATERIELINFO,TYPE,MODELE,GES
LONDON_MATERIEL_INFO_202407233,Serveur,Serveur de stockage,2.5
LONDON_MATERIEL_INFO_202407234,PC fixe sans ecran,modèle par défaut,0.35
LONDON_MATERIEL_INFO_202407235,PC portable,Moyenne 14/15pouces,0.294
LONDON_MATERIEL_INFO_202407236,PC portable,modèle par défaut,0.26
LONDON_MATERIEL_INFO_202407237,PC fixe sans ecran,Precision tower 5xxx,0.44
LONDON_MATERIEL_INFO_202407238,PC portable,MacBook air pre-retina,0.31
LONDON_MATERIEL_INFO_202407239,Ecran,24pouces-31pouces,0.43
LONDON_MATERIEL_INFO_2024072310, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_202407230,PC fixe sans ecran,"EliteDesk (Tower, SFF, One)",0.393
LA_MATERIEL_INFO_202407231,PC fixe sans ecran, ,0.35
LA_MATERIEL_INFO_202407232,PC fixe sans ecran,Wyse thin client,0.069
LA_MATERIEL_INFO_202407233,PC fixe tout-en-un,modèle par défaut,0.352
LA_MATERIEL_INFO_202407234,PC portable,MacBook pro 15/16pouces,0.33
LA_MATERIEL_INFO_202407235,PC portable,Latitude 7xxx,0.264
LA_MATERIEL_INFO_202407236,PC fixe tout-en-un,Mac pro,0.9
LA_MATERIEL_INFO_202407237,PC fixe sans ecran,Optiplex micro,0.174
LA_MATERIEL_INFO_202407238,PC portable,Precision 5xxx,0.28
NewYork_MATERIEL_INFO_202407230,PC fixe tout-en-un, ,0.352
NewYork_MATERIEL_INFO_202407231,PC fixe sans ecran,Mac mini,0.27
Shanghai_MATERIEL_INFO_202407230,Serveur,Noeud de calcul,1.3
Shanghai_MATERIEL_INFO_202407231, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202407232, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202407233,Vidéo projecteur,Pour amphi,0.2
Shanghai_MATERIEL_INFO_202407234,PC fixe sans ecran,OMEN ,0.29
Shanghai_MATERIEL_INFO_202407235,PC fixe sans ecran,Mac mini,0.27
Shanghai_MATERIEL_INFO_202407236,Ecran,modèle par défaut,0.43
Shanghai_MATERIEL_INFO_202407237,PC fixe sans ecran,Optiplex micro,0.174
Shanghai_MATERIEL_INFO_202407238,Serveur,Serveur de stockage,2.5
Shanghai_MATERIEL_INFO_202407239,PC fixe sans ecran,Precision tower 5xxx,0.44
Shanghai_MATERIEL_INFO_2024072310, ,"Elite (Tower, SFF, One)",0.393
Shanghai_MATERIEL_INFO_2024072311, ,modèle par défaut,0.3638875
BERLIN_MATERIEL_INFO_202407240,PC portable,Moyenne 14/15pouces,0.294
BERLIN_MATERIEL_INFO_202407241,PC portable,ZBook,0.303
Paris_MATERIEL_INFO_202407240,Ecran,jusqu'à 23pouces,0.35
Paris_MATERIEL_INFO_202407241,Ecran,24pouces-31pouces,0.43
Paris_MATERIEL_INFO_202407242,Vidéo projecteur,modèle par défaut,0.094
LONDON_MATERIEL_INFO_202407240, ,Pour salle,0.15
LONDON_MATERIEL_INFO_202407241,PC fixe tout-en-un,iMac 21pouces retina,0.3
LONDON_MATERIEL_INFO_202407242,PC portable,Latitude 5xxx,0.3
LONDON_MATERIEL_INFO_202407243, ,Latitude 5xxx,0.3
LONDON_MATERIEL_INFO_202407244, ,24pouces-31pouces,0.43
LONDON_MATERIEL_INFO_202407245,PC portable,Moyenne 13pouces,0.25
LONDON_MATERIEL_INFO_202407246,PC fixe tout-en-un,iMac 27pouces retina,0.45
LONDON_MATERIEL_INFO_202407247,PC portable,MacBook air pre-retina,0.31
LONDON_MATERIEL_INFO_202407248,Vidéo projecteur, ,0.094
LONDON_MATERIEL_INFO_202407249,PC fixe sans ecran,Station de travail (moy),0.6
LONDON_MATERIEL_INFO_2024072410,Tablette,modèle par défaut,0.15
LONDON_MATERIEL_INFO_2024072411,Vidéo projecteur,Pour salle,0.15
LONDON_MATERIEL_INFO_2024072412,Telephone IP,modèle par défaut,0.017
LONDON_MATERIEL_INFO_2024072413,clavier, ,0.024
LA_MATERIEL_INFO_202407241,PC portable,Precision 7xxx,0.304
LA_MATERIEL_INFO_202407242,PC portable,Precision 3xxx,0.266
LA_MATERIEL_INFO_202407244,Ecran,jusqu'à 23pouces,0.35
LA_MATERIEL_INFO_202407246,PC fixe sans ecran,Optiplex tower,0.26
LA_MATERIEL_INFO_202407248, ,Precision tower 5xxx,0.44
NewYork_MATERIEL_INFO_202407240,Tablette, ,0.15
NewYork_MATERIEL_INFO_202407241,PC portable,ZBook Studio,0.379
NewYork_MATERIEL_INFO_202407242,PC fixe sans ecran,Mac mini,0.27
NewYork_MATERIEL_INFO_202407243,PC fixe sans ecran,Rasberry pi 4,0.015
NewYork_MATERIEL_INFO_202407244,Smartphone,modèle par défaut,0.063
NewYork_MATERIEL_INFO_202407245,PC portable,MacBook air,0.25
NewYork_MATERIEL_INFO_202407246,PC fixe tout-en-un,iMac 27pouces retina,0.45
NewYork_MATERIEL_INFO_202407247, ,Precision 7xxx,0.304
NewYork_MATERIEL_INFO_202407248,PC portable,MacBook pro 15/16pouces,0.33
NewYork_MATERIEL_INFO_202407249,PC portable,EliteBook 10xx,0.223
NewYork_MATERIEL_INFO_2024072410,Serveur, ,0.3638875
NewYork_MATERIEL_INFO_2024072411, ,MacBook pro 13pouces,0.256
Shanghai_MATERIEL_INFO_202407240,PC fixe sans ecran,Precision tower 7xxx,0.555
Shanghai_MATERIEL_INFO_202407241,PC portable,Precision 3xxx,0.266
Shanghai_MATERIEL_INFO_202407242, ,Mac mini,0.27
Shanghai_MATERIEL_INFO_202407243,PC portable,MacBook air,0.25
Shanghai_MATERIEL_INFO_202407244,PC portable,Precision 7xxx,0.304
Shanghai_MATERIEL_INFO_202407245, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202407246,PC fixe sans ecran,modèle par défaut,0.35
Shanghai_MATERIEL_INFO_202407247, ,24pouces-31pouces,0.43
BERLIN_MATERIEL_INFO_202407250,PC fixe sans ecran,Optiplex tower,0.26
BERLIN_MATERIEL_INFO_202407251,imprimante, ,0.5
BERLIN_MATERIEL_INFO_202407252,PC portable,MacBook air,0.25
BERLIN_MATERIEL_INFO_202407253,Tablette,modèle par défaut,0.15
BERLIN_MATERIEL_INFO_202407254,Telephone IP,modèle par défaut,0.017
Paris_MATERIEL_INFO_202407250,Ecran,jusqu'à 23pouces,0.35
Paris_MATERIEL_INFO_202407251,PC portable,Precision 7xxx,0.304
LONDON_MATERIEL_INFO_202407250,clavier,modèle par défaut,0.024
LONDON_MATERIEL_INFO_202407251,PC portable, ,0.26
LONDON_MATERIEL_INFO_202407252, ,Serveur de stockage,2.5
LONDON_MATERIEL_INFO_202407253, ,Optiplex small,0.24
LONDON_MATERIEL_INFO_202407254, ,Chromebook 11-13pouces,0.175
LONDON_MATERIEL_INFO_202407255,PC portable,Precision 5xxx,0.28
LONDON_MATERIEL_INFO_202407256,PC fixe sans ecran, ,0.35
LONDON_MATERIEL_INFO_202407257,PC portable,Moyenne 14/15pouces,0.294
LA_MATERIEL_INFO_202407251,PC portable,ProBook ,0.226
LA_MATERIEL_INFO_202407252,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
LA_MATERIEL_INFO_202407253,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
LA_MATERIEL_INFO_202407254,PC portable,Precision 5xxx,0.28
LA_MATERIEL_INFO_202407255,PC portable,Latitude 7xxx,0.264
NewYork_MATERIEL_INFO_202407250, ,Precision 3xxx,0.266
NewYork_MATERIEL_INFO_202407251,PC fixe sans ecran,Optiplex micro,0.174
NewYork_MATERIEL_INFO_202407252,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
NewYork_MATERIEL_INFO_202407253,souris,modèle par défaut,0.005
Shanghai_MATERIEL_INFO_202407250,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
Shanghai_MATERIEL_INFO_202407251, ,Laser A3 (40-99kg),0.96
Shanghai_MATERIEL_INFO_202407252, ,Noeud de calcul,1.3
Shanghai_MATERIEL_INFO_202407253, ,Transportable,0.094
Shanghai_MATERIEL_INFO_202407254,PC fixe tout-en-un,Mac pro,0.9
Shanghai_MATERIEL_INFO_202407255,Ecran,24pouces-31pouces,0.43
Shanghai_MATERIEL_INFO_202407256,Ecran,32pouces et plus,0.59
Shanghai_MATERIEL_INFO_202407257,PC portable,MacBook air,0.25
Shanghai_MATERIEL_INFO_202407258,PC fixe sans ecran,Z,0.409
Shanghai_MATERIEL_INFO_202407259,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
Shanghai_MATERIEL_INFO_2024072510,PC portable,MacBook air retina,0.176
BERLIN_MATERIEL_INFO_202407260, ,modèle par défaut,0.3638875
BERLIN_MATERIEL_INFO_202407261,PC fixe sans ecran,ProDesk mini/DM,0.1
BERLIN_MATERIEL_INFO_202407262,PC portable,Latitude 3xxx,0.22
BERLIN_MATERIEL_INFO_202407263, ,EliteBook 6xx,0.175
Paris_MATERIEL_INFO_202407260, ,modèle par défaut,0.3638875
Paris_MATERIEL_INFO_202407261, ,Rasberry pi 4,0.015
Paris_MATERIEL_INFO_202407262, ,EliteDesk DM,0.23
Paris_MATERIEL_INFO_202407263,Vidéo projecteur,Pour amphi,0.2
Paris_MATERIEL_INFO_202407264,PC portable,EliteBook 8xx,0.29
Paris_MATERIEL_INFO_202407265, ,OMEN ,0.29
Paris_MATERIEL_INFO_202407266, ,Victus,0.267
Paris_MATERIEL_INFO_202407267,Vidéo projecteur,modèle par défaut,0.094
Paris_MATERIEL_INFO_202407268,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202407269,PC fixe sans ecran,PC Fixe (moy),0.3
Paris_MATERIEL_INFO_2024072610,PC portable,MacBook air,0.25
LONDON_MATERIEL_INFO_202407260,clavier,modèle par défaut,0.024
LONDON_MATERIEL_INFO_202407261,Vidéo projecteur,Transportable,0.094
LONDON_MATERIEL_INFO_202407262,PC portable,Victus,0.267
LONDON_MATERIEL_INFO_202407263, ,Moyenne 14/15pouces,0.294
LA_MATERIEL_INFO_202407260, ,Mac mini,0.27
LA_MATERIEL_INFO_202407261,Borne wifi,modèle par défaut,0.01
LA_MATERIEL_INFO_202407262,clavier,modèle par défaut,0.024
NewYork_MATERIEL_INFO_202407260,Telephone IP,modèle par défaut,0.017
NewYork_MATERIEL_INFO_202407261,PC portable,Latitude 5xxx,0.3
NewYork_MATERIEL_INFO_202407262,PC portable,EliteBook 6xx,0.175
NewYork_MATERIEL_INFO_202407263,Ecran, ,0.43
NewYork_MATERIEL_INFO_202407264,PC fixe sans ecran,Optiplex tower,0.26
NewYork_MATERIEL_INFO_202407265,PC fixe sans ecran,"Prodesk (Tower, SFF)",0.322
NewYork_MATERIEL_INFO_202407266, ,MacBook pro 15/16pouces,0.33
Shanghai_MATERIEL_INFO_202407260, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202407261,Borne wifi,modèle par défaut,0.01
Shanghai_MATERIEL_INFO_202407262, ,Optiplex tower,0.26
Shanghai_MATERIEL_INFO_202407263,Ecran,jusqu'à 23pouces,0.35
Shanghai_MATERIEL_INFO_202407264,PC fixe sans ecran, ,0.35
Shanghai_MATERIEL_INFO_202407265,PC fixe tout-en-un,iMac pro,0.7000000000000001
Shanghai_MATERIEL_INFO_202407266,PC fixe sans ecran,Mac pro,0.9
Shanghai_MATERIEL_INFO_202407267, ,Optiplex All-in-One 7xxx,0.382
Shanghai_MATERIEL_INFO_202407268,PC portable,ZBook,0.303
Shanghai_MATERIEL_INFO_202407269,PC fixe sans ecran, ,0.35
BERLIN_MATERIEL_INFO_202407270, ,Latitude 7xxx,0.264
BERLIN_MATERIEL_INFO_202407271,PC portable,Latitude 7xxx,0.264
BERLIN_MATERIEL_INFO_202407272,PC fixe sans ecran,modèle par défaut,0.35
BERLIN_MATERIEL_INFO_202407273,PC portable,Victus,0.267
BERLIN_MATERIEL_INFO_202407274, ,modèle par défaut,0.3638875
BERLIN_MATERIEL_INFO_202407275,PC fixe tout-en-un, ,0.352
Paris_MATERIEL_INFO_202407270,PC portable, ,0.26
Paris_MATERIEL_INFO_202407271,PC fixe sans ecran,Precision tower 7xxx,0.555
Paris_MATERIEL_INFO_202407272,PC portable,Moyenne 13pouces,0.25
Paris_MATERIEL_INFO_202407273,PC portable,modèle par défaut,0.26
Paris_MATERIEL_INFO_202407274,PC portable,modèle par défaut,0.26
Paris_MATERIEL_INFO_202407275,PC portable, ,0.26
Paris_MATERIEL_INFO_202407276,Ecran,modèle par défaut,0.43
Paris_MATERIEL_INFO_202407277, ,modèle par défaut,0.3638875
Paris_MATERIEL_INFO_202407278,PC fixe sans ecran,ZHAN,0.264
Paris_MATERIEL_INFO_202407279,Vidéo projecteur,Pour salle,0.15
Paris_MATERIEL_INFO_2024072710,PC fixe sans ecran,Wyse thin client,0.069
LONDON_MATERIEL_INFO_202407270,Telephone IP, ,0.017
LONDON_MATERIEL_INFO_202407271,PC fixe sans ecran,Precision tower 5xxx,0.44
LONDON_MATERIEL_INFO_202407272,PC portable,MacBook pro 13pouces,0.256
LONDON_MATERIEL_INFO_202407273, ,EliteBook 6xx,0.175
LONDON_MATERIEL_INFO_202407274,PC portable,Latitude 3xxx,0.22
LONDON_MATERIEL_INFO_202407275,Ecran,jusqu'à 23pouces,0.35
LONDON_MATERIEL_INFO_202407276, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_202407270,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
LA_MATERIEL_INFO_202407272,PC portable,MacBook air,0.25
LA_MATERIEL_INFO_202407274,Tablette,modèle par défaut,0.15
LA_MATERIEL_INFO_202407275,Vidéo projecteur, ,0.094
LA_MATERIEL_INFO_202407276, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_202407277,PC fixe sans ecran,Wyse thin client,0.069
LA_MATERIEL_INFO_202407279,PC fixe tout-en-un,Mac pro,0.9
LA_MATERIEL_INFO_2024072710,PC portable,ZBook,0.303
LA_MATERIEL_INFO_2024072711,PC portable,MacBook pro 13pouces,0.256
NewYork_MATERIEL_INFO_202407270,PC fixe sans ecran,Mac mini,0.27
NewYork_MATERIEL_INFO_202407271,PC fixe tout-en-un,Optiplex All-in-One 7xxx,0.382
NewYork_MATERIEL_INFO_202407272,PC portable,ZBook Studio,0.379
NewYork_MATERIEL_INFO_202407273,PC fixe sans ecran,Precision tower 3xxx,0.285
NewYork_MATERIEL_INFO_202407274,PC fixe sans ecran,EliteDesk DM,0.23
NewYork_MATERIEL_INFO_202407275,PC fixe tout-en-un,Mac pro,0.9
NewYork_MATERIEL_INFO_202407276,PC portable,MacBook air retina,0.176
NewYork_MATERIEL_INFO_202407277, ,Latitude 3xxx,0.22
NewYork_MATERIEL_INFO_202407278,PC portable,Precision 5xxx,0.28
NewYork_MATERIEL_INFO_202407279,Serveur,Modèle par défaut,1.3
NewYork_MATERIEL_INFO_2024072710, ,Pour amphi,0.2
NewYork_MATERIEL_INFO_2024072711,PC fixe sans ecran,Elite mini,0.137
NewYork_MATERIEL_INFO_2024072712, ,ProDesk mini/DM,0.1
Shanghai_MATERIEL_INFO_202407270, ,Optiplex All-in-One 7xxx,0.382
Shanghai_MATERIEL_INFO_202407271,Vidéo projecteur,Transportable,0.094
Shanghai_MATERIEL_INFO_202407272,PC fixe tout-en-un,iMac 27pouces retina,0.45
Shanghai_MATERIEL_INFO_202407273,PC portable,Precision 5xxx,0.28
Shanghai_MATERIEL_INFO_202407274, ,Elite mini,0.137
Shanghai_MATERIEL_INFO_202407275,PC fixe sans ecran,ZHAN,0.264
Shanghai_MATERIEL_INFO_202407276,PC fixe sans ecran,"Elite (Tower, SFF, One)",0.393
Shanghai_MATERIEL_INFO_202407277, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202407278, ,"Elite (Tower, SFF, One)",0.393
Shanghai_MATERIEL_INFO_202407279,PC portable,Precision 7xxx,0.304
BERLIN_MATERIEL_INFO_202407280,PC portable,Precision 7xxx,0.304
BERLIN_MATERIEL_INFO_202407281,PC fixe sans ecran,Optiplex tower,0.26
BERLIN_MATERIEL_INFO_202407282, ,Mac pro,0.9
BERLIN_MATERIEL_INFO_202407283,Tablette, ,0.15
Paris_MATERIEL_INFO_202407280,PC portable,Moyenne 17pouces,0.365
Paris_MATERIEL_INFO_202407281,PC portable,Precision 5xxx,0.28
Paris_MATERIEL_INFO_202407282,PC fixe sans ecran,Precision tower 7xxx,0.555
Paris_MATERIEL_INFO_202407283,PC fixe sans ecran,Wyse thin client,0.069
Paris_MATERIEL_INFO_202407284, ,Precision tower 5xxx,0.44
Paris_MATERIEL_INFO_202407285,PC portable,Precision 7xxx,0.304
Paris_MATERIEL_INFO_202407286,imprimante,Laser à poser (<40kg),0.43
Paris_MATERIEL_INFO_202407287,PC portable,ZBook,0.303
Paris_MATERIEL_INFO_202407288, ,Moyenne 13pouces,0.25
Paris_MATERIEL_INFO_202407289,PC fixe sans ecran,OMEN ,0.29
Paris_MATERIEL_INFO_2024072810,imprimante, ,0.5
Paris_MATERIEL_INFO_2024072811, ,Laser à poser (<40kg),0.43
Paris_MATERIEL_INFO_2024072812,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
Paris_MATERIEL_INFO_2024072813,PC fixe tout-en-un,Optiplex All-in-One 5xxx,0.318
LONDON_MATERIEL_INFO_202407280,PC portable, ,0.26
LONDON_MATERIEL_INFO_202407281,PC portable,MacBook air retina,0.176
LONDON_MATERIEL_INFO_202407282,PC portable,Chromebook 11-13pouces,0.175
LONDON_MATERIEL_INFO_202407283,Borne wifi,modèle par défaut,0.01
LONDON_MATERIEL_INFO_202407284,souris,modèle par défaut,0.005
LONDON_MATERIEL_INFO_202407285,PC fixe sans ecran,Precision tower 3xxx,0.285
LONDON_MATERIEL_INFO_202407286,PC portable,Moyenne 17pouces,0.365
LA_MATERIEL_INFO_202407280, ,modèle par défaut,0.3638875
LA_MATERIEL_INFO_202407281,PC portable,Moyenne 17pouces,0.365
LA_MATERIEL_INFO_202407282,PC fixe tout-en-un,iMac 21pouces,0.29
LA_MATERIEL_INFO_202407284,PC fixe sans ecran, ,0.35
LA_MATERIEL_INFO_202407285,PC portable,OMEN ,0.29
LA_MATERIEL_INFO_202407286,PC portable, ,0.26
LA_MATERIEL_INFO_202407287, ,Precision tower 5xxx,0.44
LA_MATERIEL_INFO_202407288,PC portable,Moyenne 13pouces,0.25
LA_MATERIEL_INFO_2024072810,PC portable,modèle par défaut,0.26
LA_MATERIEL_INFO_2024072811,PC portable,Precision 3xxx,0.266
LA_MATERIEL_INFO_2024072812,PC fixe sans ecran,EliteDesk DM,0.23
NewYork_MATERIEL_INFO_202407280,Vidéo projecteur,modèle par défaut,0.094
NewYork_MATERIEL_INFO_202407281, ,Moyenne 14/15pouces,0.294
NewYork_MATERIEL_INFO_202407282,Serveur,Serveur de stockage,2.5
NewYork_MATERIEL_INFO_202407283, ,ZHAN,0.264
NewYork_MATERIEL_INFO_202407284,PC fixe sans ecran,Precision tower 5xxx,0.44
NewYork_MATERIEL_INFO_202407285,PC portable, ,0.26
Shanghai_MATERIEL_INFO_202407280,PC fixe sans ecran, ,0.35
Shanghai_MATERIEL_INFO_202407281,Disque dur,modèle par défaut,0.01
BERLIN_MATERIEL_INFO_202407290,PC fixe sans ecran, ,0.35
BERLIN_MATERIEL_INFO_202407291, ,modèle par défaut,0.3638875
BERLIN_MATERIEL_INFO_202407292,Vidéo projecteur,Transportable,0.094
BERLIN_MATERIEL_INFO_202407293,Station d'accueil,modèle par défaut,0.026
BERLIN_MATERIEL_INFO_202407294,PC fixe sans ecran,Station de travail (moy),0.6
Paris_MATERIEL_INFO_202407290,PC fixe sans ecran,Optiplex tower,0.26
Paris_MATERIEL_INFO_202407291, ,32pouces et plus,0.59
Paris_MATERIEL_INFO_202407292,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202407293,PC fixe tout-en-un,iMac 21pouces,0.29
Paris_MATERIEL_INFO_202407294,Telephone IP,modèle par défaut,0.017
Paris_MATERIEL_INFO_202407295,PC portable,Chromebook 14-15pouces,0.17
Paris_MATERIEL_INFO_202407296,PC fixe sans ecran,Optiplex micro,0.174
Paris_MATERIEL_INFO_202407297, ,Precision tower 5xxx,0.44
Paris_MATERIEL_INFO_202407298,PC fixe sans ecran,Precision tower 5xxx,0.44
Paris_MATERIEL_INFO_202407299,PC portable,Moyenne 13pouces,0.25
Paris_MATERIEL_INFO_2024072910, ,Z,0.409
Paris_MATERIEL_INFO_2024072911,clavier,modèle par défaut,0.024
Paris_MATERIEL_INFO_2024072912,Smartphone,modèle par défaut,0.063
LONDON_MATERIEL_INFO_202407290,PC portable,OMEN ,0.29
LONDON_MATERIEL_INFO_202407291,PC portable,modèle par défaut,0.26
LONDON_MATERIEL_INFO_202407292,Tablette,modèle par défaut,0.15
LONDON_MATERIEL_INFO_202407293,PC fixe tout-en-un,iMac 21pouces retina,0.3
LONDON_MATERIEL_INFO_202407294,PC fixe sans ecran,Precision tower 3xxx,0.285
LONDON_MATERIEL_INFO_202407295,PC portable,EliteBook 8xx,0.29
LONDON_MATERIEL_INFO_202407296,PC fixe tout-en-un,Mac pro,0.9
LONDON_MATERIEL_INFO_202407297,imprimante,Laser A3 (>100kg),1.8
LONDON_MATERIEL_INFO_202407298,PC fixe sans ecran, ,0.35
LONDON_MATERIEL_INFO_202407299,Vidéo projecteur,Pour salle,0.15
LONDON_MATERIEL_INFO_2024072910,PC portable,Chromebook 11-13pouces,0.175
LONDON_MATERIEL_INFO_2024072911,PC fixe sans ecran,Rasberry pi 4,0.015
LONDON_MATERIEL_INFO_2024072912,Serveur,Modèle par défaut,1.3
LA_MATERIEL_INFO_202407290, ,Modèle par défaut,1.3
LA_MATERIEL_INFO_202407291,PC portable,EliteBook 10xx,0.223
NewYork_MATERIEL_INFO_202407290,PC portable,EliteBook 6xx,0.175
NewYork_MATERIEL_INFO_202407291,Ecran,24pouces-31pouces,0.43
Shanghai_MATERIEL_INFO_202407290, ,ZBook,0.303
Shanghai_MATERIEL_INFO_202407291, ,modèle par défaut,0.3638875
Shanghai_MATERIEL_INFO_202407292,PC fixe sans ecran,ZHAN,0.264
Shanghai_MATERIEL_INFO_202407293,PC portable,Precision 5xxx,0.28
Shanghai_MATERIEL_INFO_202407294,Serveur,Serveur de stockage,2.5
Shanghai_MATERIEL_INFO_202407295,PC portable,ZBook Studio,0.379
BERLIN_MATERIEL_INFO_202407300,PC fixe tout-en-un,iMac 27pouces retina,0.45
BERLIN_MATERIEL_INFO_202407301, ,Laser A3 (40-99kg),0.96
BERLIN_MATERIEL_INFO_202407302,PC fixe tout-en-un,Optiplex All-in-One 3xxx,0.241
BERLIN_MATERIEL_INFO_202407303,PC portable,OMEN ,0.29
BERLIN_MATERIEL_INFO_202407304,PC fixe sans ecran,Station de travail (moy),0.6
BERLIN_MATERIEL_INFO_202407305, ,modèle par défaut,0.3638875
Paris_MATERIEL_INFO_202407300,PC fixe sans ecran, ,0.35
Paris_MATERIEL_INFO_202407301,imprimante,Laser A3 (>100kg),1.8
Paris_MATERIEL_INFO_202407302,PC portable,Precision 5xxx,0.28
Paris_MATERIEL_INFO_202407303, ,Latitude 5xxx,0.3
Paris_MATERIEL_INFO_202407304,PC fixe sans ecran,Optiplex tower,0.26
Paris_MATERIEL_INFO_202407305,PC fixe sans ecran,ZHAN,0.264
Paris_MATERIEL_INFO_202407306, ,Precision tower 3xxx,0.285
Paris_MATERIEL_INFO_202407307,Ecran,32pouces et plus,0.59
Paris_MATERIEL_INFO_202407308,PC fixe sans ecran,EliteDesk DM,0.23
LONDON_MATERIEL_INFO_202407300,PC fixe sans ecran,Optiplex micro,0.174
LONDON_MATERIEL_INFO_202407301,Ecran,32pouces et plus,0.59
LONDON_MATERIEL_INFO_202407302,Smartphone,modèle par défaut,0.063
LONDON_MATERIEL_INFO_202407303,PC fixe tout-en-un,iMac pro,0.7000000000000001
LONDON_MATERIEL_INFO_202407304,Serveur,Noeud de calcul,1.3
LONDON_MATERIEL_INFO_202407305,imprimante, ,0.5
LA_MATERIEL_INFO_202407300,PC portable,EliteBook 6xx,0.175
NewYork_MATERIEL_INFO_202407300,PC fixe sans ecran,Optiplex tower,0.26
NewYork_MATERIEL_INFO_202407301,souris,modèle par défaut,0.005
NewYork_MATERIEL_INFO_202407302,PC portable,Latitude 5xxx,0.3
NewYork_MATERIEL_INFO_202407303,PC fixe sans ecran,ZHAN,0.264
NewYork_MATERIEL_INFO_202407304,PC portable,EliteBook 10xx,0.223
NewYork_MATERIEL_INFO_202407305, ,Laser à poser (<40kg),0.43
NewYork_MATERIEL_INFO_202407306,Vidéo projecteur,modèle par défaut,0.094
NewYork_MATERIEL_INFO_202407307,PC fixe sans ecran,OMEN ,0.29
Shanghai_MATERIEL_INFO_202407300,Tablette,modèle par défaut,0.15
Shanghai_MATERIEL_INFO_202407301, ,Wyse thin client,0.069
Shanghai_MATERIEL_INFO_202407302,PC fixe sans ecran, ,0.35
Shanghai_MATERIEL_INFO_202407303,PC fixe sans ecran, ,0.35
Shanghai_MATERIEL_INFO_202407304,Vidéo projecteur,Pour amphi,0.2
Shanghai_MATERIEL_INFO_202407305,PC fixe sans ecran,"EliteDesk (Tower, SFF, One)",0.393
Shanghai_MATERIEL_INFO_202407306,Ecran,modèle par défaut,0.43
Shanghai_MATERIEL_INFO_202407307,PC portable,OMEN ,0.29
Shanghai_MATERIEL_INFO_202407308,PC portable,ZBook,0.303
Shanghai_MATERIEL_INFO_202407309, ,EliteBook 10xx,0.223
Shanghai_MATERIEL_INFO_2024073010,PC fixe sans ecran,Station de travail (moy),0.6
Shanghai_MATERIEL_INFO_2024073011,PC fixe sans ecran,"Prodesk (Tower, SFF)",0.322
Shanghai_MATERIEL_INFO_2024073012,Tablette,modèle par défaut,0.15
BERLIN_MATERIEL_INFO_202407310, ,"Elite (Tower, SFF, One)",0.393
BERLIN_MATERIEL_INFO_202407311,PC portable,ZBook,0.303
BERLIN_MATERIEL_INFO_202407312,PC portable,OMEN ,0.29
BERLIN_MATERIEL_INFO_202407313,PC portable,Moyenne 14/15pouces,0.294
BERLIN_MATERIEL_INFO_202407314,PC portable,Precision 3xxx,0.266
Paris_MATERIEL_INFO_202407310,PC portable,Latitude 3xxx,0.22
Paris_MATERIEL_INFO_202407311,PC fixe sans ecran,EliteDesk DM,0.23
Paris_MATERIEL_INFO_202407312,PC portable,Moyenne 14/15pouces,0.294
LONDON_MATERIEL_INFO_202407310,PC fixe tout-en-un,Mac pro,0.9
LONDON_MATERIEL_INFO_202407311,PC portable,Chromebook 14-15pouces,0.17
LONDON_MATERIEL_INFO_202407312, ,OMEN ,0.29
LONDON_MATERIEL_INFO_202407313,PC fixe tout-en-un,iMac 27pouces retina,0.45
LONDON_MATERIEL_INFO_202407314,Vidéo projecteur,Pour salle,0.15
LONDON_MATERIEL_INFO_202407315,PC portable,EliteBook 10xx,0.223
LONDON_MATERIEL_INFO_202407316,PC portable,EliteBook 8xx,0.29
LONDON_MATERIEL_INFO_202407317,PC fixe sans ecran,Optiplex small,0.24
LONDON_MATERIEL_INFO_202407318,PC portable,Moyenne 14/15pouces,0.294
LONDON_MATERIEL_INFO_202407319,PC fixe sans ecran,ZHAN,0.264
LA_MATERIEL_INFO_202407311,Ecran,jusqu'à 23pouces,0.35
LA_MATERIEL_INFO_202407313,clavier,modèle par défaut,0.024
LA_MATERIEL_INFO_202407314,PC portable,modèle par défaut,0.26
LA_MATERIEL_INFO_202407315,PC fixe sans ecran,Precision tower 7xxx,0.555
NewYork_MATERIEL_INFO_202407310,PC fixe tout-en-un,iMac 21pouces,0.29
